repo,all_issues,issues_without_label,issues_with_label,label_usage_percentage
spotify/docker-maven-plugin,446,352,94,0.21076233183856502
qunarcorp/bistoury,105,93,12,0.11428571428571428
path/android-priority-jobqueue,18,18,0,0.0
eclipse/openj9,10670,1090,9580,0.8978444236176195
tronprotocol/java-tron,3380,2916,464,0.13727810650887573
katzer/cordova-plugin-local-notifications,1897,1268,629,0.3315761729045862
fishercoder1534/Leetcode,98,98,0,0.0
mmin18/RealtimeBlurView,50,50,0,0.0
jMonkeyEngine/jmonkeyengine,1308,960,348,0.26605504587155965
konifar/android-material-design-icon-generator-plugin,73,73,0,0.0
KingJA/LoadSir,149,149,0,0.0
voldemort/voldemort,508,472,36,0.07086614173228346
EverythingMe/overscroll-decor,77,76,1,0.012987012987012988
remkop/picocli,1173,162,1011,0.8618925831202046
2dxgujun/AndroidTagGroup,82,78,4,0.04878048780487805
CJT2325/CameraView,271,271,0,0.0
MindorksOpenSource/android-mvvm-architecture,73,73,0,0.0
bingoogolapple/BGABadgeView-Android,65,64,1,0.015384615384615385
sucese/android-open-source-project-analysis,31,31,0,0.0
brianway/webporter,12,9,3,0.25
jackpal/Android-Terminal-Emulator,126,125,1,0.007936507936507936
